Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2012-11-29,Albury,17.8,37.4,0,NA,NA,NNE,35,E,E,19,17,56,35,1012.4,1008.4,4,NA,27.5,35.4,No,No
2012-11-30,Albury,23,34.4,0,NA,NA,NW,43,ENE,WSW,9,13,53,46,1010.4,1011,NA,5,29.5,31.1,No,No
2013-01-01,Albury,12.1,34.5,0,NA,NA,W,44,SE,W,4,22,49,16,1012.8,1009.3,NA,NA,22.3,32.7,No,No
2013-01-02,Albury,13.8,33.6,0,NA,NA,SSE,28,SSW,ESE,9,11,48,17,1012.2,1010.9,NA,NA,21.4,31.2,No,No
2013-01-03,Albury,15.8,36.9,0,NA,NA,E,22,S,SSW,7,11,32,20,1015.8,1011.9,NA,NA,23.6,33.9,No,No
2013-01-04,Albury,18.6,40.7,0,NA,NA,ENE,44,ESE,N,7,24,44,12,1012.3,1008.1,NA,NA,27.8,39.3,No,No
2013-01-05,Albury,19.8,43.4,0,NA,NA,NW,81,S,ESE,7,11,36,17,1012.4,1009.8,NA,1,30.7,42.4,No,Yes
2013-01-06,Albury,20.9,42,12.6,NA,NA,SSE,39,ENE,SW,4,15,40,22,1017.6,1014.3,NA,NA,29.2,40.7,Yes,No
2013-01-07,Albury,21.9,40.4,0,NA,NA,NNW,41,E,ENE,11,24,47,22,1018.2,1012.4,NA,NA,29.7,38.2,No,No
2013-01-08,Albury,21.9,39.2,0,NA,NA,WNW,78,NW,WSW,31,22,24,16,1002.4,997.2,NA,NA,34.5,34.9,No,No
2013-01-09,Albury,13.3,25.1,0,NA,NA,WSW,52,WSW,NW,20,22,46,27,1002.4,1002.1,NA,NA,17,23.9,No,No
2013-01-10,Albury,11.2,32.2,0,NA,NA,NNE,31,SE,SSE,9,11,48,24,1007.8,1006,NA,NA,20.1,29.5,No,No
2013-01-11,Albury,14.5,38.8,0,NA,NA,NNW,37,SE,NNW,7,19,48,12,1007.6,1004.1,NA,NA,23,36.4,No,No
2013-01-12,Albury,17,28.8,0,NA,NA,W,37,W,W,19,24,42,32,1007,1010.2,NA,NA,23.2,26,No,No
2013-01-13,Albury,18.1,22.3,0,NA,NA,SW,33,WSW,W,7,15,57,80,1011.7,1013.5,7,8,20.1,16.8,No,Yes
2013-01-14,Albury,8.9,27.1,3.2,NA,NA,SSE,39,ESE,SSE,17,22,46,29,1017.6,1015.5,NA,NA,16.1,25,Yes,No
2013-01-15,Albury,11.2,31.4,0,NA,NA,WNW,30,NE,WSW,11,13,52,27,1018.1,1014.3,NA,NA,19.6,28.2,No,No
2013-01-16,Albury,13.6,36.1,0,NA,NA,NW,35,S,SSW,6,9,51,12,1013.9,1010.3,NA,NA,21.8,34.2,No,No
2013-01-17,Albury,15.5,39.9,0,NA,NA,W,35,SSE,S,6,9,46,11,1009.4,1005,NA,NA,24.6,37.7,No,No
2013-01-18,Albury,18.9,43.1,0,NA,NA,W,65,ESE,W,7,30,38,12,999.9,998.5,NA,NA,27,40.6,No,No
2013-01-19,Albury,18.1,32.2,0.8,NA,NA,W,28,SE,SW,11,13,51,30,1010.2,1009.5,NA,NA,23,29.8,No,No
2013-01-20,Albury,16.4,34.6,0,NA,NA,ENE,22,S,S,13,11,51,32,1014.5,1010.5,NA,NA,23.3,32.9,No,No
2013-01-21,Albury,19.2,36.8,0,NA,NA,N,50,NE,N,17,22,46,29,1012.1,1007.1,NA,NA,27.7,35.2,No,No
2013-01-22,Albury,16.6,36.5,0.2,NA,NA,WSW,52,S,W,7,26,63,11,1009.1,1006.7,NA,NA,24.2,35.6,No,No
2013-01-23,Albury,15.7,34,0,NA,NA,SE,30,SE,SSE,15,13,45,20,1013.4,1010.8,NA,NA,23.3,31.7,No,No
2013-01-24,Albury,15.9,37,0,NA,NA,NNW,46,ESE,NE,9,15,56,23,1015.2,1010.4,NA,NA,24.1,35,No,No
2013-01-25,Albury,21.2,35.2,0,NA,NA,NNE,43,NE,ENE,19,7,47,31,1009.7,1007,NA,NA,27.2,34,No,No
2013-01-26,Albury,21.6,36.5,0,NA,NA,ENE,46,S,WNW,11,11,50,33,1009.9,1004.5,1,6,25.8,36.3,No,No
2013-01-27,Albury,15.3,32.9,0,NA,NA,WNW,31,WSW,SW,15,15,60,20,1008.5,1005.3,NA,NA,18.4,31.8,No,No
2013-01-28,Albury,18.4,34.7,0,NA,NA,ENE,54,SSE,WNW,7,9,61,36,1007.6,1003.9,5,2,23.1,32.3,No,No
2013-01-29,Albury,20.4,32.1,0,NA,NA,W,50,SE,W,19,17,51,31,1005.5,1003.5,NA,2,23.7,30.6,No,No
2013-01-30,Albury,9.9,29.9,0,NA,NA,N,33,ENE,S,7,11,53,27,1013.5,1012.3,NA,NA,18,28.7,No,No
2013-01-31,Albury,11.5,33.9,0,NA,NA,WNW,48,NE,N,6,24,45,13,1012.2,1006.1,NA,NA,19.5,32.6,No,No
2013-03-01,Albury,16.9,26.6,0.4,NA,NA,SE,50,SE,SE,26,28,49,31,1016.3,1015.8,NA,NA,19.7,25.2,No,No
2013-03-02,Albury,14.3,29.2,0,NA,NA,ESE,41,SE,SSE,17,24,46,28,1021.8,1019,NA,NA,18.9,27.4,No,No
2013-03-03,Albury,12,31.8,0,NA,NA,ENE,37,ESE,NE,13,17,52,23,1021.7,1018.2,NA,NA,20,29.7,No,No
2013-03-04,Albury,12.8,31,0,NA,NA,ENE,24,ENE,ESE,2,15,64,23,1021.5,1017.6,NA,NA,18.2,29.4,No,No
2013-03-05,Albury,13.5,30.9,0,NA,NA,ENE,31,SE,NE,6,19,66,28,1021,1017,NA,NA,18.7,29.5,No,No
2013-03-06,Albury,14.4,31.3,0,NA,NA,E,28,ESE,ESE,7,15,65,34,1019.8,1016.1,NA,NA,20.2,29.9,No,No
2013-03-07,Albury,16.6,33.8,0,NA,NA,SSE,30,E,ESE,4,9,64,29,1018.5,1015.6,NA,NA,22,32.3,No,No
2013-03-08,Albury,17.9,34.9,0,NA,NA,ESE,37,E,ENE,7,13,65,24,1020,1016.1,NA,NA,23.7,33.9,No,No
2013-03-09,Albury,18.6,33,0,NA,NA,S,30,SSE,ENE,6,9,65,32,1019.8,1016,NA,NA,22.7,31.8,No,No
2013-03-10,Albury,19.7,35.1,0,NA,NA,SE,24,S,WNW,4,7,65,24,1018.6,1015.5,1,NA,22.5,34.5,No,No
2013-03-11,Albury,20.1,35.7,0,NA,NA,N,26,ESE,SSE,4,13,56,32,1018.5,1015.5,5,NA,24.2,33.5,No,No
2013-03-12,Albury,19.4,33.7,0,NA,NA,NE,35,SSE,NNW,7,13,66,32,1019.2,1014.3,NA,NA,23.2,32.9,No,No
2013-03-13,Albury,17.7,33.9,0,NA,NA,W,35,NNE,NW,22,17,47,28,1012.3,1007.3,NA,7,24.3,32.5,No,No
2013-03-14,Albury,15.5,30.7,0,NA,NA,NNW,31,WSW,W,7,17,63,26,1011.3,1009.6,NA,NA,18.4,28.6,No,No
2013-03-15,Albury,13.8,31.7,0,NA,NA,ESE,22,SSE,SSE,9,11,64,31,1015.6,1013,NA,NA,19.1,29.2,No,No
2013-03-16,Albury,12,27.5,0,NA,NA,SW,46,SE,W,4,26,60,36,1013.1,1011.5,NA,2,18,24.1,No,No
2013-03-17,Albury,11.1,23,0.2,NA,NA,W,35,SSW,WSW,13,15,39,26,1018.3,1018.1,NA,NA,14.8,21.7,No,No
2013-03-18,Albury,7.1,24.1,0,NA,NA,SSE,33,SE,ESE,6,15,55,28,1022,1019.6,NA,NA,13,22.7,No,No
2013-03-19,Albury,9.1,26.3,0,NA,NA,E,26,NA,SSE,0,9,63,25,1023.8,1020.9,NA,NA,14.7,24.6,No,No
2013-03-20,Albury,9.9,28.6,0,NA,NA,WSW,46,SSE,ENE,2,20,59,33,1023.5,1018,NA,6,15.3,27,No,Yes
2013-03-21,Albury,14.9,20.2,2.6,NA,NA,N,67,NNE,NE,7,26,81,82,1015.7,1009.7,8,8,17.8,18.6,Yes,Yes
2013-03-22,Albury,10.1,23.3,17.4,NA,NA,NNW,33,NA,NW,0,13,73,45,1014.6,1012.9,NA,1,15.6,21.5,Yes,No
2013-03-23,Albury,9,24.2,0,NA,NA,W,28,SSW,WNW,4,9,79,38,1018.5,1016.2,NA,2,13.3,22.9,No,No
2013-03-24,Albury,9.5,28.3,0,NA,NA,W,41,S,W,7,22,82,29,1016.9,1013.1,NA,NA,13.7,27.4,No,No
2013-03-25,Albury,10.3,27.7,0,NA,NA,NW,31,NA,W,0,13,76,34,1019,1016.9,NA,NA,14.9,27.3,No,No
2013-03-26,Albury,14.9,31.3,0,NA,NA,N,33,NA,NNW,0,13,70,29,1017.9,1014.1,NA,NA,18.3,30.4,No,No
2013-03-27,Albury,13.8,35.1,0,NA,NA,WNW,61,SSE,NNE,2,22,69,27,1015.7,1011,NA,1,18.4,34.1,No,Yes
2013-03-28,Albury,18.3,22.2,10.4,NA,NA,NW,46,N,W,24,20,84,84,1013.1,1015.4,8,7,22.2,17.1,Yes,Yes
2013-03-29,Albury,6.6,20.4,19.8,NA,NA,WSW,31,E,SW,7,13,68,38,1021.1,1018.5,NA,NA,11.2,18.7,Yes,No
2013-03-30,Albury,7,21.5,0.2,NA,NA,WSW,28,S,WSW,7,13,92,53,1017.9,1014.2,2,1,10.9,19.1,No,No
2013-03-31,Albury,10.9,23,0,NA,NA,WNW,30,NNW,WSW,7,15,72,60,1013.6,1013.4,8,8,15.9,20.1,No,No
2013-04-01,Albury,8.4,22.9,0,NA,NA,WNW,30,ESE,W,6,19,86,42,1019.3,1016.9,NA,1,11.8,21.3,No,No
2013-04-02,Albury,8.5,23.8,0,NA,NA,WNW,30,SSE,WSW,6,17,83,49,1018.6,1016.5,NA,4,12.1,22.4,No,No
2013-04-03,Albury,8.6,22.5,0,NA,NA,SE,35,SSE,SE,15,15,61,40,1021.5,1020.6,NA,NA,14.2,21.6,No,No
2013-04-04,Albury,8.9,24.3,0,NA,NA,SE,22,SSE,SSE,7,11,72,38,1028.2,1025.8,NA,NA,13.1,23.2,No,No
2013-04-05,Albury,10.3,25.3,0,NA,NA,SE,19,NA,S,0,9,78,42,1030.1,1026.8,NA,NA,13,24.3,No,No
2013-04-06,Albury,11.2,25.7,0,NA,NA,SSE,20,SSE,WNW,6,11,80,40,1027.7,1023.2,6,NA,14.6,25.1,No,No
2013-04-07,Albury,10,26.7,0,NA,NA,S,43,S,W,6,11,74,37,1025,1021.1,NA,NA,15.7,25.8,No,No
2013-04-08,Albury,11.5,26,0,NA,NA,ESE,17,E,S,2,9,67,44,1026,1023.3,NA,8,17.5,24.4,No,No
2013-04-09,Albury,10.7,26.6,0,NA,NA,SW,19,SSW,S,4,11,72,39,1027.3,1022.8,1,1,16.7,25.3,No,No
2013-04-10,Albury,10.3,27.1,0,NA,NA,WNW,24,E,SSW,6,6,72,38,1024.8,1020.6,NA,1,16.8,26,No,No
2013-04-11,Albury,10.3,27.6,0,NA,NA,WNW,24,SE,W,7,15,76,34,1023.9,1021,NA,NA,17,27.3,No,No
2013-04-12,Albury,11.4,28.2,0,NA,NA,NNE,28,E,N,7,2,74,33,1025.2,1021,NA,4,18,27.2,No,No
2013-04-13,Albury,10.4,26.7,0,NA,NA,N,28,SE,NNW,7,15,75,32,1019.9,1013.9,NA,NA,17.3,26.2,No,No
2013-04-14,Albury,14.4,24.8,0,NA,NA,SSE,17,SSE,SSE,7,9,80,53,1013,1009.1,7,8,17.4,23.3,No,No
2013-04-15,Albury,14.5,23.6,0.8,NA,NA,W,30,ESE,W,2,19,77,47,1010.6,1009,NA,NA,18.9,22.8,No,No
2013-04-16,Albury,8.3,23.8,0,NA,NA,SSE,22,E,SW,7,9,63,43,1015.2,1012.9,NA,NA,16.6,22.5,No,No
2013-04-17,Albury,8.9,22.2,0,NA,NA,SW,17,NE,SE,2,7,69,49,1016.9,1013.8,NA,NA,15.6,21.1,No,No
2013-04-18,Albury,8.6,23.9,0,NA,NA,WSW,39,SSE,W,6,22,73,37,1016.3,1014,NA,7,14.8,22.8,No,No
2013-04-19,Albury,5.1,17.8,0,NA,NA,SE,48,SSW,SE,11,22,50,41,1021.1,1020,NA,NA,12.4,16.9,No,No
2013-04-20,Albury,2.6,20.3,0,NA,NA,SE,35,SSW,SE,2,17,55,38,1019.6,1016.7,NA,NA,14.6,19.6,No,No
2013-04-21,Albury,4,21.1,0,NA,NA,N,46,ESE,N,6,9,70,35,1016.3,1010.7,NA,6,10.6,20.2,No,Yes
2013-04-22,Albury,10.6,14.6,7,NA,NA,WNW,26,NNW,W,11,11,90,79,1010.7,1010.3,8,8,11.7,14.2,Yes,Yes
2013-04-23,Albury,10.9,20,1.6,NA,NA,WSW,30,NNW,WSW,7,20,85,47,1014.2,1014.2,8,NA,13.5,18.2,Yes,No
2013-04-24,Albury,6,16.9,0,NA,NA,WSW,30,S,WSW,2,13,89,48,1020.8,1019.4,8,8,9.9,15.5,No,No
2013-04-25,Albury,5.7,20.5,0,NA,NA,WSW,31,E,W,2,15,83,48,1023.9,1021.4,7,3,10.2,19.3,No,No
2013-04-26,Albury,6,21.4,0,NA,NA,W,26,NA,W,0,13,79,53,1024.8,1022,2,1,13.2,20.5,No,No
2013-04-27,Albury,5.6,23.1,0,NA,NA,N,24,NNE,NNW,7,11,90,44,1023,1017.6,1,NA,11.8,22.8,No,No
2013-04-28,Albury,7.9,26.5,0,NA,NA,WNW,28,ENE,W,6,17,66,28,1017.8,1015.2,5,7,16.7,24.9,No,No
2013-04-29,Albury,7.9,15.8,0.2,NA,NA,W,17,NA,NW,0,2,92,77,1024.2,1024.4,8,7,12.1,15.6,No,Yes
2013-04-30,Albury,8.6,20.4,2.6,NA,NA,WSW,19,SSE,SW,6,9,77,62,1025.6,1021.9,NA,3,13,19.3,Yes,No
2013-05-01,Albury,9.3,17.9,0.2,NA,NA,WSW,33,S,WSW,6,19,83,50,1020.9,1019.3,7,NA,11.9,17.5,No,No
2013-05-02,Albury,2.5,18.6,0,NA,NA,SSE,24,SE,SE,9,9,74,38,1027.7,1025.4,NA,NA,8.6,16.9,No,No
2013-05-03,Albury,1.7,20.6,0,NA,NA,NE,22,ENE,NNW,7,6,79,35,1027.4,1020.9,NA,NA,9.1,20.4,No,No
2013-05-04,Albury,6.6,19.7,0.4,NA,NA,W,28,SSE,W,4,19,81,38,1021.9,1020.4,NA,NA,12.4,19,No,No
2013-05-05,Albury,1.6,17.9,0,NA,NA,SSE,17,SSE,E,7,9,66,35,1025.8,1022.6,NA,NA,9.3,16.3,No,No
2013-05-06,Albury,2.5,18.6,0,NA,NA,SE,22,E,SE,4,13,66,37,1027.2,1023.2,NA,NA,9.3,17.9,No,No
2013-05-07,Albury,3.9,NA,0,NA,NA,NA,NA,NA,NA,0,NA,72,NA,1028.6,NA,NA,NA,9.8,NA,No,NA
2013-05-08,Albury,7.7,21.9,NA,NA,NA,NA,NA,NA,ESE,0,7,77,48,1030.7,1027,1,NA,11.7,21.6,NA,NA
2013-05-09,Albury,4.7,22.3,NA,NA,NA,NA,NA,SE,SE,2,9,81,54,1031.7,1027.9,NA,NA,12.5,21.7,NA,NA
2013-05-10,Albury,6.2,23.2,NA,NA,NA,SE,13,NA,SSE,0,9,86,38,1031.8,1027.9,NA,NA,12.4,23.2,NA,No
2013-05-11,Albury,5.7,23.4,0,NA,NA,SE,24,NA,SSE,0,13,81,39,1030.5,1025.1,NA,NA,12.6,23.1,No,No
2013-05-12,Albury,5,24.2,0,NA,NA,NNE,46,NA,NNE,0,15,82,38,1025,1019.2,NA,4,11.4,22.7,No,Yes
2013-05-13,Albury,11.3,15.7,9.8,NA,NA,W,41,N,W,15,22,96,65,1015.3,1013.6,8,8,14,15,Yes,Yes
2013-05-14,Albury,1.9,11.6,4.6,NA,NA,N,22,NA,NNW,0,15,100,82,1015.8,1013.7,8,8,6.1,11.2,Yes,Yes
2013-05-15,Albury,6.1,13.7,7.4,NA,NA,WNW,39,NE,NW,11,15,97,79,1012.2,1010,8,8,9.6,12,Yes,Yes
2013-05-16,Albury,9.1,14,1.4,NA,NA,SW,50,NW,W,19,17,90,76,1010.7,1009.9,7,8,9.4,12.2,Yes,Yes
2013-05-17,Albury,3.5,14.9,1.6,NA,NA,WNW,31,W,WNW,11,9,100,71,1015.9,1014.4,7,5,7.8,14.6,Yes,No
2013-05-18,Albury,1.4,13.1,0,NA,NA,W,31,WSW,W,2,15,100,62,1018,1016,8,8,5.6,12.4,No,No
2013-05-19,Albury,0.6,15,0.2,NA,NA,WNW,28,S,W,4,19,100,63,1020.4,1018,8,7,5,13.3,No,Yes
2013-05-20,Albury,2.9,14.6,1.4,NA,NA,E,20,ENE,E,2,15,99,72,1020.3,1016,8,8,8.5,14.3,Yes,No
2013-05-21,Albury,5.3,14.9,1,NA,NA,SSE,15,S,ESE,9,4,100,55,1018.1,1015.8,8,NA,6.9,14.3,No,No
2013-05-22,Albury,2.8,13.5,0,NA,NA,NNW,15,NNW,NA,4,0,98,79,1014.1,1011.7,NA,8,6.1,10.8,No,No
2013-05-23,Albury,5.4,17.2,0,NA,NA,SE,33,SSE,SSE,17,20,59,45,1016.9,1017.6,NA,NA,13.5,16.9,No,No
2013-05-24,Albury,1.4,17.4,0,NA,NA,WNW,22,S,WNW,7,7,75,40,1024.2,1021.8,NA,NA,7.8,17,No,No
2013-05-25,Albury,-0.2,16.3,0,NA,NA,W,22,NA,WNW,0,11,100,57,1026.6,1024.8,8,NA,4.6,15.8,No,No
2013-05-26,Albury,1.3,12.8,0.2,NA,NA,NNE,9,NA,S,0,6,100,81,1029.2,1026,8,NA,5.5,12.4,No,No
2013-05-27,Albury,1.1,16.6,0,NA,NA,SE,17,NNE,SE,7,9,100,53,1030.5,1028.2,8,NA,5.3,15.7,No,No
2013-05-28,Albury,2.7,18,0.2,NA,NA,SE,15,NA,SE,0,11,79,62,1031.6,1027.7,NA,1,9.9,17.4,No,No
2013-05-29,Albury,4.2,19.3,0,NA,NA,N,22,NA,SSE,0,7,100,57,1030.3,1026.1,7,1,7.8,19,No,No
2013-05-30,Albury,7.8,15.2,0.6,NA,NA,ENE,26,SSE,ENE,11,9,98,91,1026.6,1024.9,8,8,11.2,14.4,No,Yes
2013-05-31,Albury,11.2,17.6,16,NA,NA,NE,30,NE,NE,6,13,100,82,1026.2,1022.7,7,8,13.9,17,Yes,Yes
2013-06-01,Albury,10.3,15.4,19.4,NA,NA,N,35,NNW,N,19,7,99,98,1015.9,1011.5,8,8,14.6,15.3,Yes,Yes
2013-06-02,Albury,11.4,17.3,53.4,NA,NA,SSW,31,SSE,SSW,13,17,68,48,1013.4,1015.3,4,NA,12.3,16.9,Yes,No
2013-06-03,Albury,0.6,14.3,0.2,NA,NA,SW,22,NA,NW,0,11,84,70,1024.6,1023,NA,8,5.6,13,No,No
2013-06-04,Albury,1.9,14.5,0,NA,NA,S,11,ENE,SE,6,4,100,69,1027.8,1025.3,8,NA,5.5,13.8,No,No
2013-06-05,Albury,3.5,13.6,0,NA,NA,E,59,NA,ENE,NA,13,100,71,1025,1022.2,5,NA,8.1,13.2,No,No
2013-06-06,Albury,5.8,15,0.4,NA,NA,N,22,SE,N,2,13,100,65,1021.9,1019.6,NA,8,8.5,14.8,No,Yes
2013-06-07,Albury,8.5,16.9,1.2,NA,NA,WNW,39,N,WNW,19,20,95,64,1020.1,1021.5,8,8,12,15.1,Yes,No
2013-06-08,Albury,1.7,14.6,1,NA,NA,SE,13,E,NE,2,9,100,65,1031.3,1029.3,1,NA,7.2,13.4,No,No
2013-06-09,Albury,0.6,13.8,0.2,NA,NA,WNW,13,NA,ESE,0,7,100,71,1028.2,1024.6,NA,1,5.3,13.2,No,No
2013-06-10,Albury,3.1,13.8,0,NA,NA,NNW,13,NA,ESE,0,7,100,80,1021.1,1019.6,NA,8,7.8,13.2,No,No
2013-06-11,Albury,3.4,15.6,0,NA,NA,E,20,SSW,E,2,15,100,67,1022.1,1017.8,8,NA,6.4,15.4,No,Yes
2013-06-12,Albury,4.9,11.8,15,NA,NA,SE,28,SE,ESE,13,6,100,100,1011.4,1008.4,8,8,10,11.5,Yes,Yes
2013-06-13,Albury,10,13.4,16.8,NA,NA,WNW,28,N,W,7,13,NA,93,1007.1,1005.5,8,8,NA,12.3,Yes,Yes
2013-06-14,Albury,4.3,12.2,3.6,NA,NA,NW,11,NA,SE,0,6,100,90,1009,1009.4,8,8,7.2,12,Yes,No
2013-06-15,Albury,1.2,15.4,0.2,NA,NA,WNW,17,NW,E,4,7,93,51,1016.8,1016.7,NA,1,5.7,14,No,No
2013-06-16,Albury,-0.2,14.3,0,NA,NA,WNW,17,NA,WNW,0,9,83,51,1018.7,1015.5,NA,NA,4.8,14,No,No
2013-06-17,Albury,0.3,10.4,0.2,NA,NA,S,11,NA,SW,0,2,100,83,1014.1,1011.9,8,7,4.5,10.2,No,No
2013-06-18,Albury,3.1,15.5,0.6,NA,NA,SSW,15,WNW,WSW,2,11,100,63,1016.5,1016,5,6,7,14.5,No,No
2013-06-19,Albury,0.8,14.5,0,NA,NA,SSE,24,NA,S,0,7,89,52,1025.8,1024.1,NA,NA,4.7,13.9,No,No
2013-06-20,Albury,0,14.1,0,NA,NA,WSW,15,SE,SW,4,7,97,50,1026.3,1022.5,NA,NA,3.7,13.6,No,No
2013-06-21,Albury,-0.5,13.2,0.2,NA,NA,SE,13,NA,SE,0,9,97,60,1022.8,1019.9,NA,NA,3.4,12.7,No,No
2013-06-22,Albury,-1.3,13.9,0,NA,NA,SSE,15,ESE,S,6,7,87,53,1026.1,1024.8,NA,NA,3.9,13.7,No,No
2013-06-23,Albury,-0.4,14.1,0,NA,NA,SE,19,NNW,SSE,9,7,89,51,1031.2,1027.8,3,NA,4.3,13.9,No,No
2013-06-24,Albury,2,13.1,0,NA,NA,SSE,26,NA,SSW,0,7,84,85,1026.9,1023.2,8,8,7.8,10.6,No,No
2013-06-25,Albury,7.8,17,1,NA,NA,SSE,39,SSE,SSE,19,17,56,51,1023,1020.9,NA,NA,12.8,16.8,No,No
2013-06-26,Albury,0.9,16.8,0,NA,NA,SE,48,NA,ESE,0,6,81,51,1024.5,1021.8,NA,NA,6.5,16,No,No
2013-06-27,Albury,-0.1,14.1,0,NA,NA,E,11,SE,ENE,6,7,95,67,1024.3,1021.3,NA,NA,3.6,12.6,No,No
2013-06-28,Albury,2,16,0,NA,NA,N,13,NA,SE,0,6,92,59,1025.2,1022.4,5,NA,6.5,15.5,No,No
2013-06-29,Albury,4.3,18.4,0,NA,NA,WNW,17,NA,SSE,0,2,100,60,1026.2,1023.7,1,NA,7.1,17.5,No,No
2013-06-30,Albury,1.4,15.7,0,NA,NA,W,19,NA,W,0,13,97,54,1028.2,1025.8,NA,NA,6.3,15.6,No,No
2013-07-01,Albury,2,12.9,0,NA,NA,ENE,20,NA,NNE,0,9,100,82,1026.8,1024.8,8,7,7.4,12.5,No,No
2013-07-02,Albury,7.4,16,0.6,NA,NA,WNW,26,NE,WNW,2,17,100,65,1025.8,1023.9,1,NA,11.2,15.7,No,No
2013-07-03,Albury,3.1,14.8,0,NA,NA,E,15,NA,E,0,11,100,69,1025.7,1022.2,8,5,5.2,13.6,No,No
2013-07-04,Albury,1.9,15.4,0.2,NA,NA,N,48,ENE,N,9,19,83,59,1016.4,1011.5,8,8,8.9,14.1,No,No
2013-07-05,Albury,8.4,12.2,0,NA,NA,WNW,72,WNW,WNW,30,20,73,56,1011.7,1014,8,1,9,11.5,No,Yes
2013-07-06,Albury,4.8,13.3,1.6,NA,NA,NNW,35,NNW,NW,11,20,83,60,1021.6,1019.8,8,8,7.8,12.7,Yes,Yes
2013-07-07,Albury,6.1,13,2.2,NA,NA,WNW,39,N,E,11,7,91,74,1028.1,1027.4,8,6,8.2,11.5,Yes,Yes
2013-07-08,Albury,4.6,13.9,2.6,NA,NA,W,26,NNE,W,6,17,100,61,1033.4,1032.5,4,3,7.6,13.2,Yes,No
2013-07-09,Albury,-0.5,12.6,0,NA,NA,SE,17,NA,SSW,0,6,90,55,1037.3,1033.3,NA,NA,5.2,12.2,No,No
2013-07-10,Albury,3.2,14.9,0.2,NA,NA,ESE,15,NA,S,0,6,78,55,1033.7,1031.1,NA,NA,6.1,14.3,No,No
2013-07-11,Albury,1.7,15.1,0,NA,NA,SE,15,NA,E,0,7,84,60,1035.2,1032,NA,NA,6.6,13.9,No,No
2013-07-12,Albury,1.5,15.8,0,NA,NA,SE,19,NNW,ESE,4,7,100,64,1032,1028.3,3,8,5.1,14.4,No,No
2013-07-13,Albury,5,14.8,0,NA,NA,ENE,17,NA,ESE,0,7,100,74,1029.4,1026.1,5,6,8,14,No,Yes
2013-07-14,Albury,8,14,5,NA,NA,N,33,ESE,ENE,9,7,100,90,1025.2,1022.7,7,8,11.1,13,Yes,Yes
2013-07-15,Albury,11.1,14.6,5,NA,NA,NNE,37,N,N,11,9,86,89,1022.1,1020.9,8,8,13.7,14,Yes,Yes
2013-07-16,Albury,10.1,15.5,2.4,NA,NA,E,20,ENE,SE,7,6,100,85,1024.6,1022.3,6,8,11.2,14.5,Yes,Yes
2013-07-17,Albury,11.1,18,2,NA,NA,NE,24,ENE,ENE,7,13,100,78,1022.1,1018.8,8,8,13.1,17.1,Yes,No
2013-07-18,Albury,12.1,20.5,0,NA,NA,NNE,57,NE,NE,17,22,73,69,1019.1,1013.7,NA,1,16.1,19.1,No,Yes
2013-07-19,Albury,13.5,17.3,33.6,NA,NA,NNE,52,NNW,NNW,26,26,83,69,1010.3,1008.7,8,8,15.2,15.7,Yes,Yes
2013-07-20,Albury,8.3,11.9,4.4,NA,NA,NNW,52,N,WNW,9,19,89,78,1006.5,1005.2,8,8,9.7,8.8,Yes,Yes
2013-07-21,Albury,4.5,11.2,7.2,NA,NA,NW,35,N,NNW,11,15,92,65,1016.6,1014.9,7,7,4.7,9.2,Yes,No
2013-07-22,Albury,4.4,11.7,0,NA,NA,N,31,N,NNW,9,9,76,73,1018.6,1017.5,6,8,7.6,10.2,No,No
2013-07-23,Albury,3.4,12.4,0.6,NA,NA,WNW,30,W,WNW,7,17,100,73,1023.7,1023.8,8,1,6.6,12.2,No,No
2013-07-24,Albury,1.9,14.7,0,NA,NA,W,17,SE,W,7,6,100,56,1030.7,1028.9,7,NA,3.6,14,No,No
2013-07-25,Albury,0.8,11.3,0,NA,NA,SE,13,SE,ENE,9,7,100,73,1031.1,1028.4,8,NA,4,11.1,No,No
2013-07-26,Albury,3.5,12.8,0,NA,NA,SE,17,S,ESE,7,11,98,63,1029.4,1027.2,8,7,5.9,11.7,No,No
2013-07-27,Albury,0.3,13.9,0,NA,NA,ENE,19,NA,SE,0,9,100,69,1030.1,1027.1,6,NA,5.1,13.4,No,No
2013-07-28,Albury,3,16.1,0.2,NA,NA,NE,35,NA,NE,0,24,98,56,1027.5,1021.7,NA,NA,6.2,16,No,Yes
2013-07-29,Albury,6.2,17.7,5,NA,NA,NNE,52,NE,NNE,9,19,87,70,1021.6,1018.5,7,8,12.4,15.9,Yes,No
2013-07-30,Albury,5.7,13.2,0.2,NA,NA,W,24,NA,WNW,0,17,100,90,1021.4,1021.4,8,8,9.7,11.1,No,No
2013-07-31,Albury,5,14.5,0,NA,NA,ESE,17,NA,SSW,0,4,100,72,1025.8,1023.4,8,2,5.6,13.9,No,No
2013-08-01,Albury,2.8,14.3,0,NA,NA,ESE,13,E,E,4,9,100,65,1024.3,1020.3,7,1,7,13.8,No,No
